541553,0.0,
541544,-1,
541533,0.0,
541493,-1,
541483,0.0,
541475,0.0,
541469,-1,
541460,0.0,
541441,0.0,
541439,0.0,
541427,0.0,
541390,0.0,
541388,0.0,
541372,0.0,
541354,0.0,
541347,0.0,
541343,0.0,
541342,0.0,
541330,0.0,
541315,0.0,
541311,-1,
541290,0.0,
541257,0.0,
541253,0.0,
541246,0.0,
541243,0.0,
541223,0.0,
541222,-1,
541193,0.0,
541191,0.0,
541178,0.0,
541153,0.0,
541135,0.0,
541129,-1,
541125,0.0,
541121,0.0,
541120,0.0,
541119,-1,
541098,0.11111111,
541097,0.11111111,
541083,0.0,
541077,0.11111111,
541068,0.11111111,
541049,0.0,
541047,0.0,
541043,0.0,
541041,0.0,
541032,0.0,
541000,0.0,
540991,0.0,
540978,-1,
540965,0.0,
540941,0.0,
540931,0.0,
540929,0.0,
540916,0.0,
540915,0.0,
540900,0.0,
540893,0.0,
540870,0.0,
540869,0.0,
540866,0.0,
540864,0.0,
540855,0.0,
540854,0.0,
540844,0.0,
540839,0.0,
540838,0.0,
540835,0.0,
540826,0.0,
540814,0.0,
540809,0.0,
540803,0.0,
540801,0.0,
540782,-1,
540776,0.0,
540770,0.0,
540769,0.0,
540761,0.0,
540704,0.0,
540701,0.0,
540685,0.0,
540676,0.0,
540668,0.0,
540661,0.11111111,
540650,0.0,
540616,0.11111111,
540615,-1,
540611,0.11111111,
540609,0.0,
540546,0.0,
540542,0.0,
540539,0.0,
540528,0.0,
540509,0.0,
540507,0.0,
540503,0.0,
540501,0.0,
540499,0.0,
540496,0.0,
